股票代码,股票名称,市场板块,所属级别,形态名称,形态英文,信号方向,出现日期,信号强度,放量倍数,现价,涨跌幅%,近一年涨停次数,多级别共振
300001,特锐德,创业,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,81,1.1,36.71,2.97,0,否
301123,奕东电子,创业,日线,启明星,Morning Star,看涨,2026-08-12,100,0.79,72.55,2.97,7,是
300568,星源材质,创业,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,81.5,1.69,14.95,2.96,0,否
600017,日照港,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,0.89,2.78,2.96,0,是
600369,西南证券,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.09,4.18,2.96,0,是
002186,全 聚 德,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,1.06,9.43,2.95,1,是
600073,光明肉业,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,100,1.31,5.24,2.95,0,是
600690,海尔智家,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-17,100,1.07,20.95,2.95,0,否
601666,平煤股份,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-24,100,1.04,7.69,2.95,3,是
001366,播恩集团,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,100,0.73,11.9,2.94,4,是
002724,海洋王,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,100,1.44,5.6,2.94,4,是
301317,鑫磊股份,创业,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,100,0.93,45.88,2.94,2,是
603776,永安行,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,0.39,18.89,2.94,0,是
002453,华软科技,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,100,0.75,4.56,2.93,10,是
601607,上海医药,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.13,16.86,2.93,0,是
601689,拓普集团,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-11,92.6,1.19,50.93,2.93,3,是
002205,国统股份,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,92.1,1.15,10.59,2.92,3,是
300083,创世纪,创业,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,93.5,0.93,14.44,2.92,1,是
300303,聚飞光电,创业,日线,启明星,Morning Star,看涨,2026-08-12,100,1.16,7.41,2.92,2,是
600018,上港集团,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.12,5.29,2.92,0,是
603896,寿仙谷,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,1.36,15.14,2.92,0,否
688626,翔宇医疗,科创,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,100,1,46.5,2.92,2,是
300195,长荣股份,创业,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,92,0.93,5.66,2.91,0,是
601007,金陵饭店,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,100,1.28,6.72,2.91,0,是
688577,浙海德曼,科创,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-11,89.4,1.67,43.52,2.91,1,否
001213,中铁特货,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-17,100,0.78,3.55,2.9,0,是
002570,贝因美,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,100,1.24,4.62,2.9,1,是
002847,盐津铺子,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,99.2,1.2,50.79,2.9,2,是
600838,上海九百,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,97,0.97,7.45,2.9,5,是
601992,金隅集团,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,0.56,1.42,2.9,7,是
603086,先达股份,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,100,1.13,5.68,2.9,0,是
000839,国安股份,深证,月线,启明星,Morning Star,看涨,2026-08-14,100,1.11,2.85,2.89,11,否
000897,津滨发展,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,1.37,1.78,2.89,0,是
002178,延华智能,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,87.4,0.98,4.63,2.89,4,是
002736,国信证券,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,0.74,10.32,2.89,0,是
301367,瑞迈特,创业,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.77,47.58,2.88,0,是
600736,苏州高新,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,100,1.34,6.79,2.88,7,是
002314,南山控股,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,88.6,1.3,2.15,2.87,3,是
301366,一博科技,创业,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,100,1.41,54.8,2.87,4,否
600751,海航科技,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,100,0.88,3.23,2.87,3,否
600785,新华百货,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,100,0.55,8.96,2.87,10,是
601366,利群股份,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,91,1.17,3.58,2.87,4,是
688252,天德钰,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,0.84,17.19,2.87,0,否
000906,浙商中拓,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-17,100,0.81,5.39,2.86,1,是
600508,上海能源,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-17,100,0.91,8.26,2.86,1,是
600595,中孚实业,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-17,100,1.66,6.11,2.86,3,否
603556,海兴电力,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-13,100,1.11,25.91,2.86,5,是
001234,泰慕士,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,100,0.92,20.92,2.85,10,是
003012,东鹏控股,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-17,100,0.98,4.69,2.85,2,是
300805,电声股份,创业,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,71.6,0.6,8.66,2.85,2,否
600211,西藏药业,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-13,100,1.9,40.05,2.85,2,是
600211,西藏药业,上证,日线,启明星,Morning Star,看涨,2026-08-13,100,1.9,40.05,2.85,2,是
601788,光大证券,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,0.63,14.8,2.85,1,是
603636,南威软件,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,100,1,7.58,2.85,6,是
002186,全 聚 德,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,100,1.28,9.42,2.84,1,是
300227,光韵达,创业,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,100,0.99,11.94,2.84,0,是
300439,美康生物,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-17,100,1.38,8.7,2.84,0,否
301608,博实结,创业,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,71,0.93,47.82,2.84,0,否
000755,山西高速,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,90.6,1.27,4.73,2.83,1,是
002991,甘源食品,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,100,1.34,43.64,2.83,0,是
600308,华泰股份,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,100,1.18,3.27,2.83,3,是
603298,杭叉集团,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,83.7,1.17,26.88,2.83,0,否
603880,南卫股份,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,100,1.15,7.99,2.83,3,否
605339,南侨食品,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,95.3,0.73,13.45,2.83,4,是
688127,蓝特光学,科创,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,100,0.63,66.53,2.83,0,是
688127,蓝特光学,科创,日线,启明星,Morning Star,看涨,2026-08-12,100,0.63,66.53,2.83,0,是
000890,法尔胜,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,97.4,0.64,7.67,2.82,23,是
002927,泰永长征,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,100,0.9,16.38,2.82,12,否
603335,迪生力,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,85.9,0.69,6.92,2.82,11,是
688097,博众精工,科创,日线,启明星,Morning Star,看涨,2026-08-12,86.6,0.98,44.51,2.82,0,否
002029,七 匹 狼,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,100,1.11,9.15,2.81,11,是
000895,双汇发展,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,89.6,1.3,24.95,2.8,0,是
600998,九州通,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.04,5.15,2.79,0,是
601579,会稽山,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,100,2,15.86,2.79,8,是
601969,海南矿业,上证,周线,启明星,Morning Star,看涨,2026-07-24,100,1.05,8.46,2.79,7,否
603700,宁水集团,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.02,11.06,2.79,0,是
001336,楚环科技,深证,周线,启明星,Morning Star,看涨,2026-08-14,95.1,0.77,18.14,2.78,5,否
603099,长白山,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,1.48,39.99,2.78,0,是
688522,纳睿雷达,科创,周线,启明星,Morning Star,看涨,2026-08-07,100,0.82,19.58,2.78,0,否
001338,永顺泰,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,100,1.27,8.89,2.77,0,是
002258,利尔化学,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,100,0.92,14.48,2.77,4,是
300175,朗源股份,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-05-29,100,0.5,6.3,2.77,1,是
600733,北汽蓝谷,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,100,1.12,5.57,2.77,2,否
603312,西典新能,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,85.1,2.09,33.38,2.77,2,否
002046,国机精工,深证,日线,启明星,Morning Star,看涨,2026-08-12,85.1,0.76,47.73,2.76,16,否
002995,天地在线,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.56,17.84,2.76,18,否
000595,新能股份,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,94.3,1.54,6.36,2.75,8,否
002659,凯文教育,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,100,0.75,4.86,2.75,6,是
002889,东方嘉盛,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,87.6,0.98,12.32,2.75,1,是
600495,晋西车轴,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-17,100,0.84,3.74,2.75,1,否
601162,天风证券,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,1.02,3.73,2.75,2,是
603363,傲农生物,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,100,1.62,2.99,2.75,7,是
000682,东方电子,深证,周线,启明星,Morning Star,看涨,2026-07-31,100,0.65,11.98,2.74,2,否
002115,三维通信,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,72.6,0.63,11.99,2.74,15,否
300405,科隆股份,创业,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,100,0.85,5.62,2.74,0,否
300552,万集科技,创业,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-11,100,2.13,22.84,2.74,3,是
600386,北巴传媒,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,100,0.91,3.38,2.74,1,否
600668,尖峰集团,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.49,7.49,2.74,1,是
601012,隆基绿能,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,93.7,1.15,13.14,2.74,2,是
605389,长龄液压,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,100,0.61,73.83,2.74,4,否
688575,亚辉龙,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-17,100,1.78,9.36,2.74,0,是
000069,华侨城Ａ,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,100,1.04,1.88,2.73,2,是
002811,郑中设计,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,100,0.8,10.55,2.73,6,是
002873,新天药业,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-17,88.9,1.28,7.89,2.73,4,否
002881,美格智能,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-11,97.5,0.8,38.16,2.72,6,是
300074,华平股份,创业,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,91,0.98,3.77,2.72,0,是
600831,广电网络,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,93,0.94,3.4,2.72,3,是
688136,科兴制药,科创,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-13,100,1.51,21.12,2.72,0,是
002187,广百股份,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-17,92.9,1.48,4.93,2.71,7,否
002578,闽发铝业,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,86.6,0.92,3.41,2.71,10,是
300288,朗玛信息,创业,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,100,1.19,10.22,2.71,0,是
300866,安克创新,创业,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,100,0.66,124.29,2.71,0,是
300970,华绿生物,创业,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,100,0.95,17.81,2.71,1,是
301135,瑞德智能,创业,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,100,0.91,16.7,2.71,0,是
002146,荣盛发展,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,100,1.38,1.14,2.7,7,是
002515,金字火腿,深证,日线,启明星,Morning Star,看涨,2026-08-12,100,0.57,7.24,2.7,9,是
300266,兴源环境,创业,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,88.3,1.11,1.9,2.7,1,是
300557,理工光科,创业,日线,启明星,Morning Star,看涨,2026-08-12,98.6,0.98,27.03,2.7,2,否
603178,圣龙股份,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-13,100,1.35,17.85,2.7,12,是
688539,高华科技,科创,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,70.8,0.91,27.05,2.7,0,否
301227,森鹰窗业,创业,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-11,74,0.68,25.97,2.69,1,否
601319,中国人保,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-17,100,1.35,7.25,2.69,0,是
603170,宝立食品,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,100,1.08,13.34,2.69,0,是
603860,中公高科,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,100,0.83,26.35,2.69,0,是
002210,飞马国际,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,91,1.02,2.3,2.68,10,是
603708,家家悦,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,100,1.31,9.57,2.68,2,是
688185,康希诺,科创,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-13,100,1.65,56.72,2.68,0,是
600104,上汽集团,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-17,100,1.14,10.39,2.67,1,否
600546,山煤国际,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,90.1,0.86,13.06,2.67,2,是
600575,淮河能源,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,93,1.06,3.46,2.67,0,是
603721,中广天择,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,2.04,18.07,2.67,2,是
000599,青岛双星,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,85.4,0.8,5.02,2.66,5,是
000978,桂林旅游,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,92,0.8,6.17,2.66,3,否
001236,弘业期货,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,77.8,0.95,7.71,2.66,0,否
002500,山西证券,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,0.96,5.41,2.66,0,是
600116,三峡水利,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,100,0.8,6.57,2.66,0,是
603682,锦和商管,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,100,1.22,11.58,2.66,8,否
301311,昆船智能,创业,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,100,1,13.92,2.65,0,是
600333,长春燃气,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,86.6,0.88,6.2,2.65,3,是
601599,浙文影业,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,100,1.21,3.1,2.65,2,是
300950,德固特,创业,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,78.5,1.04,17.12,2.64,2,否
600048,保利发展,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,100,1.37,5.45,2.64,0,否
000421,南京公用,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,100,1.39,5.47,2.63,2,是
001207,联科科技,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,100,1.22,15.99,2.63,4,否
002315,焦点科技,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-17,100,1.52,24.18,2.63,0,是
301513,尚水智能,创业,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,89.5,1.36,50.7,2.63,1,否
301632,广东建科,创业,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,100,1.47,15.61,2.63,2,是
601001,晋控煤业,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-17,97.6,0.79,17.53,2.63,3,是
002679,福建金森,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,100,0.96,9,2.62,9,是
300498,温氏股份,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,0.95,14.09,2.62,0,是
601500,通用股份,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-17,92.7,1.29,3.92,2.62,1,否
601633,长城汽车,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-17,100,1,15.66,2.62,0,是
603439,三力制药,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-13,90.5,1.46,12.93,2.62,2,是
603815,交建股份,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,73.3,0.66,5.49,2.62,9,否
002011,盾安环境,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-24,99.8,1.04,10.21,2.61,1,是
002106,莱宝高科,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,100,0.81,10.62,2.61,4,否
002202,金风科技,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,100,1.11,20.44,2.61,13,否
002296,辉煌科技,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.29,9.03,2.61,2,是
300987,川网传媒,创业,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,87.7,0.89,13.74,2.61,1,是
301043,绿岛风,创业,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,100,0.66,43.99,2.61,4,是
600422,昆药集团,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-11,100,1.4,9.04,2.61,0,否
600435,北方导航,上证,周线,启明星,Morning Star,看涨,2026-07-31,98.4,0.83,10.6,2.61,3,否
601083,锦江航运,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,100,1.3,11.39,2.61,2,是
603698,航天工程,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,77.1,0.91,24,2.61,15,否
688065,凯赛生物,科创,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-11,77.6,1.66,48.77,2.61,0,否
688410,山外山,科创,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-13,100,2.37,11.4,2.61,0,是
000592,平潭发展,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,97.7,0.94,6.71,2.6,24,是
002224,三 力 士,深证,月线,启明星,Morning Star,看涨,2026-08-14,100,0.24,3.55,2.6,0,是
600876,凯盛新能,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,100,0.96,7.11,2.6,2,是
000009,中国宝安,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,100,0.81,8.33,2.59,3,否
002066,瑞泰科技,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,0.45,20.59,2.59,6,是
002084,海鸥住工,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,99,1.81,3.57,2.59,9,是
300928,华安鑫创,创业,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,75.4,1.06,25.76,2.59,0,否
601200,上海环境,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,0.91,7.12,2.59,0,是
000768,中航西飞,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,2.16,21.43,2.58,2,是
002043,兔 宝 宝,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,90.2,0.68,12.7,2.58,0,是
300040,九洲集团,创业,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-13,100,1.05,6.75,2.58,0,否
688190,云路股份,科创,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,100,0.92,75.6,2.58,0,是
688371,菲沃泰,科创,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-11,92.1,0.83,28.6,2.58,2,是
002861,瀛通通讯,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,100,0.5,16.74,2.57,1,是
003018,金富科技,深证,日线,启明星,Morning Star,看涨,2026-08-12,86.1,1.03,39.57,2.57,31,否
300374,中铁装配,创业,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,72.6,0.91,11.19,2.57,0,否
301628,强达电路,创业,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-11,93.9,1.28,84.48,2.57,1,是
000039,中集集团,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,1.52,8.8,2.56,5,否
000723,美锦能源,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.79,3.61,2.56,2,是
001270,铖昌科技,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,100,0.63,114.63,2.56,2,是
600572,康恩贝,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,3.34,4.8,2.56,2,是
601788,光大证券,上证,月线,启明星,Morning Star,看涨,2026-07-31,100,0.88,14.8,2.56,1,是
603229,奥翔药业,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-13,100,1.4,8.4,2.56,0,是
688332,中科蓝讯,科创,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-11,91.6,0.78,89.18,2.56,1,是
300575,中旗股份,创业,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,100,0.94,5.64,2.55,0,是
600660,福耀玻璃,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,92.3,1.04,56.27,2.55,1,是
300825,阿尔特,创业,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,100,0.51,11.3,2.54,0,是
300949,奥雅股份,创业,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,100,0.84,22.2,2.54,1,是
603310,巍华新材,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,86.9,0.48,14.56,2.54,1,否
688329,艾隆科技,科创,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,100,0.68,20.27,2.53,0,是
600545,卓郎智能,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,100,0.65,4.47,2.52,22,是
600693,东百集团,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,100,1.13,10.17,2.52,19,否
603057,紫燕食品,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.87,22.82,2.52,6,是
600512,腾达建设,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.84,2.04,2.51,0,是
600810,神马股份,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,88.8,1.18,6.54,2.51,4,否
688119,中钢洛耐,科创,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,86.4,0.94,4.08,2.51,2,是
688277,天智航,科创,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,0.83,17.53,2.51,0,否
688680,海优新材,科创,日线,启明星,Morning Star,看涨,2026-08-10,100,0.93,35.95,2.51,1,否
688772,珠海冠宇,科创,日线,启明星,Morning Star,看涨,2026-08-10,89.5,0.88,14.69,2.51,0,否
000716,黑芝麻,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,95.8,0.96,4.92,2.5,3,是
301419,阿莱德,创业,日线,启明星,Morning Star,看涨,2026-08-12,100,0.69,31.92,2.5,3,是
600477,杭萧钢构,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,1.02,2.46,2.5,8,是
600853,龙建股份,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.8,3.28,2.5,0,是
688151,华强科技,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.62,16.41,2.5,0,否
000561,烽火电子,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,100,0.92,7.82,2.49,5,是
000970,中科三环,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,88.9,0.63,13.59,2.49,5,是
300932,三友联众,创业,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,69.3,0.75,10.28,2.49,0,否
600114,东睦股份,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,68.2,0.84,30.02,2.49,4,否
603325,博隆技术,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,85.6,1.7,55.65,2.49,1,否
002067,景兴纸业,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,91,0.89,4.55,2.48,10,是
300436,广生堂,创业,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-13,97.2,1.5,100.65,2.48,3,否
603080,新疆火炬,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.14,18.59,2.48,2,是
603813,原尚股份,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,94.6,0.65,32.19,2.48,2,是
603950,长源东谷,上证,日线,启明星,Morning Star,看涨,2026-08-13,86.4,0.96,59.15,2.48,21,否
605189,富春染织,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,1.79,16.14,2.48,9,是
002244,滨江集团,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,100,1.42,8.71,2.47,2,是
301370,国科恒泰,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-17,100,1.92,8.71,2.47,0,否
600064,南京高科,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-24,100,1.25,7.48,2.47,0,是
600865,百大集团,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,91,1.06,9.14,2.47,9,是
603136,天目湖,上证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,100,1.18,9.13,2.47,0,是
000547,航天发展,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,0.43,14.17,2.46,19,否
000789,万年青,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-10,88.3,1.02,4.16,2.46,0,是
002077,大港股份,深证,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,100,0.64,12.92,2.46,4,是
